docId,filename,0 попадать часы свой,1 место видение кровь,2 чацкий софия фамусов,3 дмитриевна наталья графиня,4 крым взять лезть,5 оставаться подымать мундир,6 крыльцо пить дорожить
0,d1.txt,0.08320135212111324,0.024611073705175786,0.683265885537362,0.041160660679899,0.05832387099505213,0.07181258192245529,0.03762457503894267
1,d2.txt,0.04415191279541405,0.07213669039007013,0.5830471576697239,0.0553009420083347,0.08639536818927014,0.09900650590362689,0.05996142304356025
2,d3.txt,0.02099430617850095,0.021426580697554976,0.5369376962537799,0.3147595896257736,0.039068464387593566,0.03537768405867659,0.03143567879812049
3,d4.txt,0.05570963308970051,0.06831555903155936,0.5891472668749113,0.07588896047699761,0.0675193375582058,0.055237060130811984,0.08818218283781361
