"Dostoevsky_BednieLyudi" "Dostoevsky_Besy" "Dostoevsky_PrestuplenieINakazanie" "Dostoevsky_UnijennieIOskorblennie" "Goncharov_Oblomov" "Goncharov_Obryv" "Goncharov_ObyknovennayaIstoriya" "Tolstoy_AnnaKarenina" "Tolstoy_SemeynoeShastye" "Tolstoy_VoinaIMir" "Tolstoy_Voskresenie" "Turgenev_DvoryanskoeGnezdo" "Turgenev_Dym" "Turgenev_OtsyIDeti"
"empereur" 0 0 0 0 0 0 0 0 0 0.236649049459651 0 0 0 0
"madame" 0 0.613999181334425 1.16279069767442 1.6 0 0.130890052356021 0.408163265306122 0.232172470978441 0 0.0749388656622229 0.151285930408472 1.18203309692671 0.738916256157635 0
"ah" 0 0 0 0 0 0.327225130890052 0 0 0 0.205095842865031 0 0 0.123152709359606 0.398406374501992
"fait" 0 0.122799836266885 0 0 0 0.327225130890052 0.408163265306122 0.232172470978441 0 0.141989429675791 0.453857791225416 0 0.246305418719212 0.796812749003984
"m-r" 0 0 0 0 0.5 2.09424083769634 0.408163265306122 0 0 0.0867713181352055 0 0.709219858156028 0 0
"tres" 0 0 0 0 0 0.261780104712042 0 0.0995024875621891 0 0.193263390392049 0 0.236406619385343 0.246305418719212 0
"dieu" 0 0.613999181334425 0 0 1.5 0.196335078534031 0 0 0 0.134101128027136 0.151285930408472 0 0.246305418719212 0
"son" 0 0.286532951289398 0 0 0 0 0 0.033167495854063 0 0.169598485446083 0 0.236406619385343 0.246305418719212 0.398406374501992
"xxiv" 0 0 0 0 0 0.0654450261780105 0.408163265306122 0.829187396351575 0 0.0867713181352055 0.453857791225416 0.236406619385343 0 0.398406374501992
"prince" 0 0 0 0 0.5 0.327225130890052 0 0 0 0.181430937919066 0 0 0.123152709359606 0
"faire" 0 0.122799836266885 0 0 0 0.0654450261780105 0 0.0995024875621891 0 0.165654334621756 0.151285930408472 0 0.246305418719212 0
"faut" 0 0.24559967253377 0 0 0 0.261780104712042 0 0.199004975124378 0 0.130156977202808 0.453857791225416 0 0 0
"moi" 0 0.163733115022513 0 0 0 0.130890052356021 0 0.033167495854063 0 0.165654334621756 0 0.236406619385343 0.246305418719212 0
"suis" 0 0.368399508800655 0 0 0 0.261780104712042 0 0 0 0.141989429675791 0.151285930408472 0 0.123152709359606 0
"xxv" 0 0 0 0 0 0.0654450261780105 0 0.696517412935323 0 0.090715468959533 0.453857791225416 0.236406619385343 0.123152709359606 0.398406374501992
"avec" 0 0.24559967253377 0 0 0 0 0 0 0 0.153821882148773 0 0.236406619385343 0.369458128078818 0
"ca" 0 0 0 1.6 0 0.130890052356021 0 0.132669983416252 0 0.134101128027136 0 1.18203309692671 0.246305418719212 0
"voila" 0 0 0 0 0 0.327225130890052 0 0 0 0.161710183797428 0 0 0.246305418719212 0.398406374501992
"grand" 0 0.122799836266885 0 0 0 0.261780104712042 0 0.033167495854063 0 0.138045278851463 0.453857791225416 0.472813238770686 0 0
"pauvre" 0 0.368399508800655 0 0 0 0.392670157068063 0 0.033167495854063 0 0.126212826378481 0 0 0 0
"ami" 0 0.532132623823168 0.581395348837209 4.8 0 0 0 0.0995024875621891 2.77777777777778 0.0867713181352055 0 0 0.123152709359606 0
"e" 0 0.122799836266885 0 0 0 0 0 0.364842454394693 0 0.130156977202808 0 0 0 0
"xxvi" 0 0 0 0 0 0 0 0.729684908789386 0 0.0749388656622229 0.453857791225416 0.236406619385343 0 0.398406374501992
"mariette" 0 0 0 0 0 0 0 0.0995024875621891 0 0 6.35400907715582 0 0 0
"dit" 0 0.327466230045027 0 0 0 0.0654450261780105 0 0 0 0.134101128027136 0 0 0.123152709359606 0
"etre" 0 0 0 0 0 0.130890052356021 0 0.066334991708126 0 0.157766032973101 0 0 0 0
"lui" 0 0.0818665575112567 0 0 0 0.0654450261780105 0 0.033167495854063 0 0.149877731324446 0 0 0.123152709359606 0
"merci" 0 0.859598853868195 0 0 0 0.654450261780105 0 0.033167495854063 0 0.0354973574189477 0 0 0.123152709359606 0.398406374501992
"notre" 0 0.24559967253377 0.581395348837209 0 0 0 0 0 0 0.130156977202808 0.453857791225416 0 0 0
"xxvii" 0 0 0 0 0 0 0 0.762852404643449 0 0.0591622623649128 0.453857791225416 0.236406619385343 0 0.398406374501992
"ete" 0 0 0 0 0 0 0 0.033167495854063 0 0.157766032973101 0 0.236406619385343 0 0
"non" 0 0.0409332787556283 0 0 0 0.196335078534031 0 0 0 0.145933580500118 0.151285930408472 0 0 0
"par" 0 0 0 0 0 0.130890052356021 0 0.033167495854063 0 0.149877731324446 0 0.236406619385343 0 0
"eh" 0 0.0409332787556283 0 0 0 0.130890052356021 0 0 0 0.126212826378481 0 0.945626477541371 0.246305418719212 0
"sont" 0 0.204666393778142 0 0 0 0.0654450261780105 0 0.033167495854063 0 0.134101128027136 0 0 0 0
"ces" 0 0.450266066311912 0 0 0 0 0 0.033167495854063 0 0.0946596197838605 0 0.236406619385343 0.369458128078818 0
"xxviii" 0 0 0 0 0 0 0 0.696517412935323 0 0.0552181115405853 0.453857791225416 0.236406619385343 0 0.398406374501992
"xxxi" 0 0 0 0 0 0 0 0.762852404643449 0 0.0552181115405853 0.302571860816944 0.236406619385343 0 0
"amie" 0 0.73679901760131 0 0 0 0.130890052356021 0 0 0 0.0670505640135679 0 0 0.123152709359606 0.398406374501992
"avez" 0 0.0818665575112567 0 0 0 0.130890052356021 0 0 0 0.126212826378481 0.151285930408472 0.236406619385343 0 0.398406374501992
"cela" 0 0.24559967253377 0 0 0 0.130890052356021 0.408163265306122 0.132669983416252 0 0.0867713181352055 0.302571860816944 0 0.123152709359606 0.398406374501992
"chose" 0 0.409332787556283 0 0 0 0.523560209424084 0 0 0 0.082827167310878 0 0 0 0
"mes" 0 0.204666393778142 0 0 0 0.196335078534031 0 0.033167495854063 0 0.110436223081171 0.151285930408472 0 0.123152709359606 0
"pierre" 0 0.286532951289398 0 0 0 0.0654450261780105 0 0 0 0.114380373905498 0 0 0 0.796812749003984
"bonne" 0 0.204666393778142 0.581395348837209 0 0 0.261780104712042 0 0.0995024875621891 2.77777777777778 0.090715468959533 0 0.236406619385343 0 0
"moscou" 0 0 0 0 0 0 0 0 0 0.145933580500118 0 0 0.123152709359606 0
"sa" 0 0.163733115022513 0 0 0 0.0654450261780105 0 0.033167495854063 0 0.118324524729826 0 0 0.246305418719212 0
"xxix" 0 0 0 0 0 0 0 0.696517412935323 0 0.0552181115405853 0.302571860816944 0.236406619385343 0 0
"xxx" 0 0 0 0 0 0 0 0.729684908789386 0 0.0512739607162578 0.302571860816944 0.236406619385343 0 0
"sur" 0 0.0818665575112567 0 0 0 0.130890052356021 0 0 0 0.126212826378481 0 0 0.123152709359606 0
"oui" 0 0.450266066311912 0 0 0 0.327225130890052 0.408163265306122 0 0 0.0512739607162578 0 0.709219858156028 0.369458128078818 0
"pere" 0 0 0 0 0 0 0 0 0 0.138045278851463 0 0.236406619385343 0 0
"etes" 0 0 0.581395348837209 0 0 0.130890052356021 0 0 0 0.118324524729826 0 0.236406619385343 0.123152709359606 0
"guerre" 0 0 2.32558139534884 0 0 0 0 0 0 0.114380373905498 0 0.472813238770686 0 0
"mot" 0 0.368399508800655 0 0 0 0.130890052356021 0 0.033167495854063 0 0.0867713181352055 0 0 0.123152709359606 0
"sire" 0 0.0409332787556283 0 0 0 0 0 0 0 0.126212826378481 0 0 0.246305418719212 0
"andre" 0 0 0 0 0 0 0 0 0 0.134101128027136 0 0 0 0
"dites" 0 0 0 0 0 0.327225130890052 0 0 0 0.110436223081171 0 0 0.123152709359606 0
"jamais" 0 0.0409332787556283 0 0 0 0 0 0.066334991708126 0 0.106492072256843 0.151285930408472 0.236406619385343 0.246305418719212 0
"monsieur" 0 0.122799836266885 0 0 0 0.130890052356021 0 0.033167495854063 0 0.082827167310878 0 0.236406619385343 0.492610837438424 0.398406374501992
"oh" 0 0.0818665575112567 0 0 0 0.458115183246073 0 0 0 0.090715468959533 0.151285930408472 0 0 0
"p" 45 0.0409332787556283 0 0.8 0 0 1.22448979591837 0.033167495854063 0 0.0670505640135679 0 0.236406619385343 0 0
"xxxii" 0 0 0 0 0 0 0 0.530679933665008 0 0.0552181115405853 0.302571860816944 0.236406619385343 0 0
"charmant" 0 0.122799836266885 0 0 0 0.130890052356021 0 0 0 0.082827167310878 0 0.709219858156028 0.369458128078818 0
"chere" 0 1.30986492018011 0 0 0 0 0 0 0 0 0 0 0 0
"die" 0 0 0.581395348837209 0 0 0.196335078534031 0 0.132669983416252 0 0.0867713181352055 0 0 0.246305418719212 0
"russe" 0 0.0818665575112567 0 0 0 0 0 0 0 0.106492072256843 0 0.236406619385343 0.246305418719212 0
"general" 0 0 0 0 0 0 0 0 0 0.118324524729826 0 0 0.123152709359606 0
"puis" 0 0.368399508800655 0 0 0 0.130890052356021 0 0.0995024875621891 0 0.0552181115405853 0 0.472813238770686 0 0.398406374501992
"rien" 0 0.368399508800655 0 0 0 0 0 0.066334991708126 0 0.0749388656622229 0 0 0.123152709359606 0
"monde" 0 0.163733115022513 0 0 0 0.196335078534031 0 0.033167495854063 0 0.0709947148378954 0.605143721633888 0 0 0
"sans" 0 0.122799836266885 0 0 0 0.196335078534031 0 0 0 0.082827167310878 0.302571860816944 0 0.123152709359606 0
"deux" 0 0.163733115022513 0 0 0 0.196335078534031 0 0 0 0.0709947148378954 0.151285930408472 0 0.369458128078818 0
"donc" 0 0.0409332787556283 0 0 0 0.523560209424084 0 0 0 0.0631064131892404 0.302571860816944 0 0.246305418719212 0
"enfant" 0 0.368399508800655 0 0 0 0.196335078534031 0 0.033167495854063 0 0.0591622623649128 0 0.236406619385343 0 0
"h" 0 0.0409332787556283 0 0 0 0.196335078534031 0 0.630182421227197 0 0.0118324524729826 0 0 0.369458128078818 0
"ils" 0 0.0409332787556283 0 0 0 0 0 0.066334991708126 0 0.0986037706081881 0.151285930408472 0 0 0
"m-me" 0 0 0 0 0 0.196335078534031 0 0 0 0.090715468959533 0 0.709219858156028 0 0
"tous" 0 0.163733115022513 0 0 0 0.130890052356021 0 0 0 0.0788830164865504 0.151285930408472 0 0.246305418719212 0
"vive" 0 0.122799836266885 0.581395348837209 0 0 0.130890052356021 0 0.033167495854063 0 0.0867713181352055 0 0 0 0
"enfin" 0 0.73679901760131 0 0 0 0.196335078534031 0 0 0 0.0236649049459651 0.151285930408472 0 0 0
"xxxiii" 0 0 0 0 0 0 0 0.364842454394693 0 0.0552181115405853 0.302571860816944 0.236406619385343 0 0
"a" 0 0.573065902578797 0 0 0 0 0 0 0 0 1.96671709531014 0 0 0
"bon" 0 0.327466230045027 0 0 0 0 0 0.033167495854063 0 0.0591622623649128 0.151285930408472 0 0 0.796812749003984
"jeune" 0 0 0 0 0 0.0654450261780105 0 0.066334991708126 0 0.0867713181352055 0 0.236406619385343 0.123152709359606 0
"lise" 0 0.654932460090053 0 0 0 0 0 0 0 0.0433856590676027 0 0 0 0
"ou" 0 0.122799836266885 0.581395348837209 0.8 0 0.130890052356021 0 0 0 0.0670505640135679 0.151285930408472 0 0.246305418719212 0
"petit" 0 0.204666393778142 0 0 0 0.0654450261780105 0 0.0995024875621891 0 0.0670505640135679 0.151285930408472 0 0 0
"quand" 0 0.0818665575112567 0.581395348837209 0 0 0.0654450261780105 0 0 0 0.0867713181352055 0 0 0.123152709359606 0
"ridicule" 0 0.0818665575112567 0 0 0 0.0654450261780105 0 0.298507462686567 0 0.0552181115405853 0 0.236406619385343 0 0
"trop" 0 0.163733115022513 0 0 0 0.458115183246073 0 0.033167495854063 0 0.0552181115405853 0 0 0.123152709359606 0
"assez" 0 0.204666393778142 1.16279069767442 0 0 0.327225130890052 0 0.033167495854063 0 0.0394415082432752 0 0.472813238770686 0.123152709359606 0
"aux" 0 0.0409332787556283 0 0 0 0.0654450261780105 0 0 0 0.0788830164865504 0.151285930408472 0 0.369458128078818 0
"beau" 0 0 0 0 0 0.0654450261780105 0 0 0 0.0788830164865504 0 0 0.61576354679803 0
"cet" 0 0.0818665575112567 0 0 0 0 0.408163265306122 0 0 0.090715468959533 0 0 0 0
"femme" 0 0.0409332787556283 0 0 0 0.261780104712042 0 0.066334991708126 0 0.0749388656622229 0 0 0 0
"mademoiselle" 0 0.327466230045027 0 0.8 0 0.196335078534031 0 0.199004975124378 0 0.0236649049459651 0 0.236406619385343 0.123152709359606 0
"ont" 0 0.0409332787556283 0 0 0 0 0 0.033167495854063 0 0.0946596197838605 0 0 0 0
"savez" 0 0.163733115022513 0 0 0 0 0 0 0 0.0788830164865504 0 0 0.246305418719212 0
"toujours" 0 0.204666393778142 0 0 0 0 0 0 0 0.0749388656622229 0 0 0.123152709359606 0
"autre" 0 0.163733115022513 0.581395348837209 0 0 0 0 0 0 0.0709947148378954 0.151285930408472 0 0 0
"coeur" 0 0 0 0 0 0.196335078534031 0 0.033167495854063 0 0.0709947148378954 0 0 0.246305418719212 0
"dire" 0 0.0818665575112567 0 0 0.5 0 0 0 0 0.0749388656622229 0.151285930408472 0 0.123152709359606 0
"nom" 0 0.204666393778142 0 0 0 0 0 0 0 0.0709947148378954 0 0 0.123152709359606 0
"tant" 0 0.122799836266885 0 0 0 0.0654450261780105 0 0.132669983416252 0 0.0631064131892404 0 0 0 0
"xxxiv" 0 0 0 0 0 0 0 0.232172470978441 0 0.0552181115405853 0.302571860816944 0.236406619385343 0 0
"allez" 0 0 0 0 0 0.130890052356021 0 0.033167495854063 0 0.0709947148378954 0.151285930408472 0 0.123152709359606 0
"autres" 0 0.0818665575112567 0 0 0 0 0 0 0 0.0749388656622229 0.151285930408472 0 0.123152709359606 0
"comte" 0 0 0 0 0 0.458115183246073 0 0 0 0.0631064131892404 0 0 0 0
"encore" 0 0.0818665575112567 0 0 0 0 0 0.033167495854063 0 0.0709947148378954 0.302571860816944 0 0 0
